Timestamp, Schematic, Workspace, Bitblox #, FGU #, Connection #, Uniqueness clauses, Uniqueness time, Collision clauses, Collision time, Short clauses, Short time, Connection clauses, Connection time, Fixed Bitblox, MemError, SAT time (TO=240), SAT,
2/2/2015 22:27, Remote-4, 10-10-2,13,144,12,4154800,4.828000069,1321728,9.034001112,1599360,11.59499884,156940,0.761000156,0,0,53.83599997,1, 
2/2/2015 22:29, Remote-3, 10-10-2,10,120,9,3196000,3.394000053,792576,6.046999931,909600,7.55099988,117705,0.573999882,0,0,12.37399983,1, 
2/2/2015 22:34, Remote-4, 10-10-2,13,144,12,4154800,4.710000038,1321728,8.872001171,1599360,11.38799882,156940,0.752000093,0,0,45.75600004,1, 
2/2/2015 22:36, Remote-2, 10-10-2,7,96,6,2237200,2.481999874,395904,2.725999832,413120,3.025000334,78470,0.375999928,0,0,34.05699992,1,
2/2/2015 22:47, Filter-1, 3-4-2,2,16,1,9120,0.006000042,1472,0.020999908,1680,0.023999929,1121,0.008000135,0,0,0.00999999,1, 
2/2/2015 22:47, Filter-2, 5-4-2,6,48,6,76320,0.064999819,39360,0.411000967,43680,0.46799922,16966,0.100999832,0,0, ,,
2/2/2015 22:49, Filter-1, 3-4-2,2,16,1,9120,0.005000114,1472,0.020999908,1680,0.025000095,1121,0.009000063,0,0,0.00999999,1, 
2/2/2015 22:49, Filter-1, 3-4-2,2,16,1,9120,0.006000042,1472,0.020999908,1680,0.025000095,1121,0.009000063,0,0,0.00999999,1, 
2/2/2015 22:50, Filter-2, 5-4-2,7,56,7,89040,0.068000078,55104,0.543000221,59696,0.689999819,21543,0.177000046,0,0, ,,
2/2/2015 22:55, Filter-2, 4-4-2,8,64,8,65024,0.056999922,57344,0.668000221,60928,0.767999887,21512,0.147000074,0,0,0.194000006,1, 
2/2/2015 22:55, Filter-1, 2-4-2,3,24,2,6048,0.004000187,2688,0.054999828,2784,0.062000036,1858,0.021000147,0,0,0.010999918,1, 
2/2/2015 22:56, Filter-3, 6-4-2,13,104,14,238368,0.231999874,249600,2.182999611,274656,2.694000483,60494,0.33100009,0,0, ,,
2/2/2015 22:57, Filter-2, 4-4-2,8,64,8,65024,0.056999922,57344,0.649000883,60928,0.757999182,21512,0.150000095,0,0,0.194000006,1, 
2/2/2015 23:00, Filter-3, 6-4-2,13,104,14,238368,0.230000019,249600,2.193999529,274656,2.708000422,60494,0.327000141,0,0,143.3670001,1, 
2/2/2015 23:04, Filter-4, 8-4-2,18,144,20,587520,0.615999937,665856,5.116998672,745728,6.346001387,118804,0.867000103,0,0,,1, 
2/2/2015 23:13, Filter-5, 10-4-2,23,184,26,1173920,1.312000036,1392512,9.936001301,1575904,12.31999874,196442,0.871999979,0,0,,1, 
2/2/2015 23:26, Filter-5, 10-4-3,23,184,26,2644080,3.160999775,2088768,13.30700111,3151808,19.85899925,392858,2.56400013,0,0, ,,
2/2/2015 23:54, Filter-6, 12-4-2,28,224,32,2059008,2.226999998,2515968,16.82300019,2866944,20.44699979,293408,1.175000191,0,0, ,,
2/3/2015 0:10, Random-9, 9-9-3,10,120,9,4719060,5.360999823,1298848,8.477000952,1230576,8.436999083,225897,0.844000101,0,0, ,,
2/3/2015 0:14, Random-10, 10-10-3,12,136,10,8632800,10.17499995,2063040,11.75299835,2715968,15.40500164,329994,1.05099988,0,0, ,,
2/3/2015 0:18, Random-8, 8-8-3,13,184,8,3828864,4.695999861,1658624,13.88800025,1993024,17.01099992,265992,1.294999838,0,0,20.74500012,1, 
2/3/2015 0:19, Random-7, 7-7-3,9,112,7,1553202,1.958999872,538032,4.035000563,641824,4.774999619,94375,0.434000015,0,0,18.34099984,1, 
2/3/2015 0:19, Random-5, 5-5-3,6,88,5,269100,0.256999969,107792,1.961000443,102624,2.03099966,41413,0.394999981,0,0,18.89700007,1, 
2/3/2015 0:20, Random-7, 7-7-3,10,120,7,1725780,2.200999975,651952,5.322001696,819408,6.716998339,114791,1.029000044,0,0,27.63200021,0, 
2/3/2015 0:20, Random-7, 7-7-3,11,128,8,1898358,1.909999847,776288,6.275998592,976480,7.941001415,142568,0.627000093,0,0,31.64400005,0, 
2/3/2015 0:21, Random-7, 7-7-3,12,136,9,2070936,2.13499999,911040,7.160999537,1147440,9.088000536,170345,0.710000038,0,0,37.74099994,0, 
2/3/2015 0:22, Random-5, 5-5-3,9,112,5,403650,0.493000031,263008,4.053999901,266624,4.31400013,33893,0.301000118,0,0,0.819000006,1, 
2/3/2015 0:23, Random-5, 5-5-3,7,56,5,313950,0.488000154,130800,1.149000168,157360,1.360999823,31205,0.26699996,0,0,25.89100003,0, 
2/3/2015 0:23, Random-5, 5-5-3,8,64,6,358800,0.379999876,170240,1.271999359,205600,1.525000811,42886,0.328000069,0,0, ,,
2/3/2015 0:27, Random-9, 9-9-3,12,96,9,5662872,6.63499999,1327392,7.339999437,1970640,10.88800073,155241,0.505000114,0,0,11.96099997,1, 
2/3/2015 0:27, Random-4, 4-4-3,7,56,4,128352,0.127000093,64512,0.594000101,125312,1.073999882,13572,0.068000078,0,0,0.179000139,1, 
2/3/2015 0:27, Random-10, 10-10-3,12,136,10,8632800,10.30299997,2257472,13.42199969,2501376,15.15500045,303754,0.996000051,0,0, ,,
2/3/2015 1:14, Random-9, 9-9-3,9,152,9,4247154,4.951000214,1189392,8.852998972,1077824,8.237000942,498409,1.88499999,0,0, ,,
2/3/2015 1:18, Random-8, 8-8-3,12,136,8,3534336,4.064999819,1115136,8.042999268,1813056,12.31300092,209032,1.872999907,0,0,4.921999931,1, 
2/3/2015 1:19, Random-5, 5-5-3,9,72,5,403650,0.437999964,214720,1.48300004,299360,2.030999899,28165,0.110999823,0,0,0.569000006,1, 
2/3/2015 1:19, Random-5, 5-5-3,8,64,5,358800,0.350000143,170240,1.168999195,208080,1.422000647,37925,0.148000002,0,0,8.463999987,1, 
2/3/2015 1:19, Random-3, 3-3-3,6,88,3,34668,0.039000034,18720,0.970999718,31792,1.231000185,5859,0.200999975,0,0,0.029999971,0, 
2/3/2015 1:19, Random-3, 3-3-3,7,96,4,40446,0.023999929,27216,1.309999943,44224,1.551000118,8804,0.38499999,0,0,0.039999962,0, 
2/3/2015 1:19, Random-3, 3-3-3,8,104,5,46224,0.029000044,37296,1.539999962,58416,1.834000111,12453,0.368999958,0,0,0.051000118,0, 
2/3/2015 1:20, Random-9, 9-9-3,12,136,9,5662872,6.388999939,1781680,11.10399914,1912640,12.30700111,253545,0.930000067,0,0, ,,
2/3/2015 1:24, Random-10, 10-10-3,11,168,10,7913400,8.39199996,1941248,12.79500008,2862496,18.48900008,527818,2.203999996,0,0, ,,
2/3/2015 1:28, Random-7, 7-7-3,11,128,7,1898358,2.09100008,689520,4.747000456,1169712,7.579999447,91015,0.333999872,0,0,23.59800005,1, 
2/3/2015 1:29, Random-3, 3-3-3,6,88,3,34668,0.037999868,18720,1.18200016,31792,1.65899992,5859,0.074999809,0,0,0.029000044,0, 
2/3/2015 1:29, Random-3, 3-3-3,7,96,4,40446,0.023999929,27216,1.534999847,43584,2.115000248,10084,0.139999866,0,0,0.049000025,0, 
2/3/2015 1:29, Random-3, 3-3-3,8,104,5,46224,0.027999878,37296,1.83899951,58416,2.388000488,12453,0.194000006,0,0,0.052000046,0, 
2/3/2015 1:29, Random-6, 6-6-3,10,120,6,930960,1.032000065,449408,3.889999628,577984,4.933000326,65158,0.322999954,0,0,32.76600003,1, 
2/3/2015 1:30, Random-8, 8-8-3,10,80,8,2945280,3.284999847,723456,3.925000429,994304,5.342999697,139272,0.438999891,0,0, ,,
2/3/2015 1:34, Random-6, 6-6-3,9,152,6,837864,0.974999905,414528,5.572000027,475648,6.57400012,94470,0.792999983,0,0,11.97300005,0, 
2/3/2015 1:34, Random-6, 6-6-3,10,160,7,930960,0.819000006,500736,6.301000595,583712,7.450999498,109255,0.842999935,0,0,31.82399988,0, 
2/3/2015 1:35, Random-6, 6-6-3,11,168,8,1024056,0.917999983,594432,7.17800045,699168,8.536999702,129224,0.910000086,0,0,26.27999997,0, 
2/3/2015 1:36, Random-3, 3-3-3,6,128,3,34668,0.037999868,18560,2.465999603,13568,2.530000448,4291,0.378000021,0,0,0.023000002,0, 
2/3/2015 1:36, Random-3, 3-3-3,7,136,4,40446,0.023999929,27392,2.987000465,20640,3.205999613,8516,0.413000107,0,0,0.03399992,0, 
2/3/2015 1:36, Random-3, 3-3-3,8,144,5,46224,0.02699995,37808,3.554000139,29824,3.72699976,12741,0.470999956,0,0,0.049000025,0, 
2/3/2015 1:36, Random-4, 4-4-3,6,48,4,110016,0.082000017,46080,0.407999992,93120,0.781000137,14468,0.070999861,0,0,0.102999926,1, 
2/3/2015 1:37, Random-3, 3-3-3,6,48,3,34668,0.038000107,30480,0.358999729,25632,0.306000233,9603,0.06400013,0,0,0.088999987,1, 
2/3/2015 1:37, Random-3, 3-3-3,5,40,3,28890,0.036000013,21216,0.252000332,21600,0.242999792,7299,0.075000048,0,0,0.044000149,1, 
2/3/2015 1:37, Random-8, 8-8-3,9,112,8,2650752,3.130000114,645120,4.790999413,1038560,7.477000475,113480,0.38499999,0,0,154.5439999,0, 
2/3/2015 1:40, Random-8, 8-8-3,10,120,9,2945280,2.940000057,787968,5.767000198,1245856,8.853999615,143689,0.486000061,0,0, ,,
2/3/2015 1:41, Random-4, 4-4-3,7,56,4,128352,0.119000196,93440,0.756000042,76544,0.625999928,19972,0.092999935,0,0,0.345000029,1, 
2/3/2015 1:41, Random-5, 5-5-3,8,104,5,358800,0.34800005,186528,2.151000261,216208,2.36199975,45797,0.606000185,0,0,0.356999874,1, 
2/3/2015 1:41, Random-5, 5-5-3,8,64,5,358800,0.351000071,170240,1.16899991,224400,1.524000168,32485,0.128999949,0,0,0.36500001,1, 
2/3/2015 1:41, Random-4, 4-4-3,7,56,4,128352,0.125,64512,0.565000534,125952,1.022999525,12292,0.055999994,0,0,0.27699995,1, 
2/3/2015 1:41, Random-3, 3-3-3,6,48,3,34668,0.0400002,30480,0.369000196,36192,0.41299963,6339,0.041000128,0,0,0.061999798,1, 
2/3/2015 1:41, Random-9, 9-9-3,12,136,9,5662872,6.413000107,1781680,10.62900019,2031696,12.23699975,240297,0.881000042,0,0,93.52799988,1, 
2/3/2015 1:43, Random-8, 8-8-3,12,136,8,3534336,4.065000057,1362688,9.475999117,1499296,10.73300099,178504,1.529000044,0,0,8.941999912,1, 
